Year,Day,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
1,12,33,218,81,24,9,2,0,0,0,0,516,4631,3856,1272,639,175,11,1,0,0,1331,22167,39258,20728,7246,2136,201,21,1,0,725,20969,77651,78990,34538,10554,1390,96,5,0,374,10242,59833,104120,70603,25730,5171,512,25,5,234,4523,29354,67822,69505,35334,10012,1473,112,8,73,1494,10524,29893,38238,27096,9950,1980,249,22,12,311,2477,8560,13781,11657,5686,1539,252,27,6,64,403,1641,2602,3272,1786,600,158,19,0,4,36,162,358,487,322,117,41,9
1,13,0,6,0,0,0,0,0,0,0,0,24,229,165,38,19,3,0,0,0,0,169,2167,3300,1561,482,185,10,1,0,0,316,6193,18573,16246,6665,1853,237,17,0,0,204,5728,32406,52858,33413,11182,2061,150,9,0,160,3590,26664,71311,73647,35428,8896,1032,69,5,104,1789,14971,53460,81342,59922,22154,3925,330,22,36,775,6424,27080,55081,57218,31108,8512,1095,55,7,219,1964,9700,24669,33339,26005,10758,2242,183,7,49,431,2428,7302,12117,12653,8087,2686,482
1,14,0,0,0,0,0,0,0,0,0,0,1,10,9,1,0,0,0,0,0,0,11,168,194,69,11,6,0,0,0,0,39,797,2183,1655,536,168,18,0,0,0,43,1699,7934,11792,6443,1915,314,12,0,0,54,1559,11743,29471,30130,13384,2912,288,12,1,49,1038,9585,36763,60423,43592,14633,2228,132,11,39,604,5950,28918,68045,76876,42380,10819,1097,57,3,249,2951,16372,49621,80424,69567,31076,5649,390,9,85,1022,6729,23701,49956,62838,47938,20377,3221
1,15,0,0,0,0,0,0,0,0,0,0,3,10,6,0,0,0,0,0,0,0,26,115,202,55,12,5,0,0,0,0,33,808,2109,1611,556,160,12,0,0,0,45,1656,7698,11647,6543,1844,305,7,0,0,36,1494,11292,29487,30244,13245,2956,279,16,3,50,1015,9258,36495,60584,43392,15013,2214,177,21,35,623,5912,28369,67268,77009,42602,11010,1270,99,5,287,2838,16152,49105,80330,70240,31545,6180,577,9,76,1061,6663,23288,49635,62745,48020,20952,3701
1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,4,51,56,47,21,9,6,0,0,0,36,341,848,726,449,174,75,30,0,2,53,861,3524,5687,3920,1886,760,205,49,1,43,854,6558,16730,18391,11743,5300,1689,452,1,29,669,5883,23029,42009,38423,21661,8625,2515,3,21,411,3765,19002,49467,68497,54992,28153,10513,0,4,172,1876,10973,35602,68464,80427,61590,32141,0,8,64,700,4645,17340,40661,61993,66581,57365
1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,10,3,0,0,0,0,0,2,23,49,52,21,7,4,0,0,0,10,161,481,591,340,123,51,8,1,0,5,262,1529,3376,3139,1622,545,161,27,0,11,228,2215,8082,13087,9922,4496,1326,302,1,12,209,2315,10664,27781,34682,22572,8269,2093,0,3,155,1801,10895,37123,71944,76738,42191,11032,0,5,98,1030,7128,31547,84570,148192,187396,128155
1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,24,52,39,15,8,3,0,0,0,9,142,493,528,375,115,63,11,2,0,13,241,1526,3295,3141,1566,563,188,40,0,10,244,2185,8339,13147,9931,4431,1336,308,1,12,236,2277,10733,27548,34488,22540,8381,2169,0,2,165,1723,10589,36598,71419,76601,43046,11361,0,7,92,987,7257,30949,83513,147930,187679,130483
1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,3,0,0,0,0,0,4,28,51,51,25,19,3,0,0,0,3,142,507,542,356,150,80,14,1,0,13,236,1497,3410,3298,1760,871,600,451,0,10,250,2193,8074,13411,10781,6106,3977,4431,0,12,171,2126,10590,28359,37150,28110,17257,15209,0,1,120,1519,9755,35042,74625,93296,74109,55025,0,5,59,668,4764,20624,56288,102002,140792,129344
1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,5,9,16,16,17,4,2,3,0,0,11,81,179,227,182,97,50,18,0,0,17,165,777,1621,1536,993,698,664,0,0,8,161,1273,4650,7579,6955,5297,6413,0,2,2,139,1414,6883,18467,27537,26314,29220,0,0,1,99,1041,6384,24569,58853,95560,148234,0,0,2,35,483,3305,14748,45575,101378,350989
2,1,999299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,34444,10,3,4,0,0,0,0,0,0,227846,174092,2630,138,22,0,0,0,0,0,82193,234661,30353,2817,0,0,0,0,0,0,25826,85467,43678,10135,0,0,0,0,0,0,11365,35740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1117,0,0,0,0,0,0,0,0,0,17569,11738,149,9,1,0,0,0,0,0,49850,107037,33452,1071,55,7,0,0,0,0,30065,139930,110445,14506,1085,21,2,0,0,0,13677,81624,120101,40231,6368,230,8,1,0,0,5806,37508,65930,31518,9182,887,41,0,0,0,1500,10880,24522,11775,4597,1034,79,0,0,0,275,2210,5618,3587,1053,0,0,0,0,0,47,377,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1163,0,2,0,0,0,0,0,0,0,17469,11621,171,10,1,0,0,0,0,0,49419,105427,33686,1033,74,7,2,0,0,0,29861,139039,110500,14639,1185,42,10,0,0,0,13563,80988,119836,40860,6580,323,25,3,0,0,5739,37492,66149,31944,9747,1132,89,4,0,0,1498,10969,24687,12225,5020,1270,180,22,0,0,295,2304,5513,3707,1312,129,43,22,5,0,40,305,794,46,32,34,12,13,0,0,0,3,0,4,3,5,4,0,0,0
2,5,1136,1,1,0,0,0,0,0,0,0,17400,11477,148,6,3,3,0,0,0,0,48643,104991,33065,1214,89,10,6,0,0,0,29896,138300,109727,15020,1283,75,24,2,0,0,13424,80711,119709,41188,6735,410,49,9,0,0,5718,37176,65497,32649,10085,1399,135,8,1,0,1490,10804,24444,12526,5451,1566,216,31,4,0,257,2126,5648,3709,1553,309,120,41,7,0,36,366,843,73,82,70,41,15,5,0,0,0,9,12,11,16,6,2,0,0
2,6,1046,1,3,0,0,0,0,0,0,0,17242,11431,175,16,3,3,1,0,0,0,48092,104028,32996,1179,97,8,5,0,0,0,29039,137592,109840,15106,1423,94,25,1,0,0,13441,80020,118876,41701,7140,515,85,10,0,0,5527,37084,65351,33279,10701,1562,227,23,4,0,1445,10696,24664,12861,5836,1719,294,39,7,0,269,2184,5560,3828,1665,416,186,40,6,0,35,298,781,125,125,119,52,16,4,0,0,2,6,15,13,27,8,1,0,0
2,7,1156,12,23,29,4,6,0,0,0,0,17147,11409,244,98,62,13,4,0,0,0,48313,104058,33346,1382,249,81,15,0,0,0,28959,136982,110120,15609,1616,214,78,4,0,0,13115,79391,118851,42372,7404,719,134,31,1,0,5425,36607,64716,33524,10957,1796,274,29,6,0,1355,10220,24144,12999,6104,1747,300,39,8,0,272,1940,5211,3865,1659,451,210,63,7,0,38,253,641,102,120,120,73,29,5,1,0,1,1,16,11,20,13,2,0,0
2,8,1140,14,26,31,11,2,0,0,0,0,17232,11507,273,95,70,20,3,0,0,0,48591,103837,32907,1320,267,69,18,1,0,0,29151,136868,110144,15899,1683,236,65,6,0,0,13324,79658,118996,42359,7618,693,122,17,2,0,5373,36574,65358,33459,11056,1714,277,38,9,0,1428,10428,24174,13173,6082,1830,315,49,9,0,290,2073,5183,3812,1661,455,206,49,4,0,34,278,636,89,109,121,75,22,7,2,0,3,4,16,10,15,12,5,0,0
2,9,30,289,85,90,71,20,2,0,0,0,456,5100,4497,1835,927,380,51,1,1,0,1067,20630,41694,24163,9250,3286,612,41,10,0,517,18511,76623,83876,40556,14987,3853,426,47,2,157,8812,54258,102597,76307,33642,10680,1779,222,20,70,3674,25449,61278,65656,40383,15644,3870,561,75,4,1017,7629,23358,30278,24470,12570,4112,972,146,2,163,1555,5135,8309,8135,5120,2371,728,167,0,17,214,649,959,1246,1007,549,307,96,0,0,1,27,84,115,75,70,27,15
2,10,25,306,96,70,76,34,5,0,0,0,486,5201,4540,1776,966,369,67,6,3,0,1051,20429,41750,24432,9255,3298,690,63,8,1,532,18330,76897,83483,40609,15161,4004,422,49,3,164,8877,53473,102052,77116,34178,10956,1873,221,9,56,3549,25234,60830,66077,40459,16109,4028,643,73,4,965,7527,23139,29651,24339,12538,3898,1042,138,5,162,1403,4895,8241,8095,4871,2306,727,196,0,18,179,559,869,1161,973,557,316,84,0,0,2,24,73,59,65,34,32,21
2,11,25,267,123,69,76,33,2,0,0,0,471,5191,4577,1852,925,367,60,5,2,0,1047,20358,41080,23982,9519,3212,645,64,17,1,486,18124,75971,83125,40923,15154,4064,472,64,6,147,8727,53976,101596,76159,34097,10789,1855,219,17,45,3583,25106,60700,66560,40707,16098,3931,651,59,8,922,7403,22930,29841,24786,12831,4163,1029,167,1,165,1442,4882,8159,8287,5320,2552,822,176,0,19,180,559,914,1259,1132,675,365,146,0,0,0,14,44,70,90,95,60,39
2,12,0,8,5,2,1,0,0,0,0,0,30,223,201,70,52,27,0,0,0,0,146,2247,3589,1829,719,285,53,4,0,0,220,5651,19128,18650,7974,2685,614,63,16,2,154,5143,30685,54372,37439,14648,3865,551,46,4,76,2911,23913,68388,76891,42009,13758,2560,296,19,60,1423,12743,47640,79029,63499,28680,7202,1092,90,15,507,5040,22747,48513,53981,34805,12681,2587,326,8,147,1474,7311,19507,27284,24245,12915,4043,605,5,29,261,1739,5050,8635,9785,7463,3791,1050
2,13,0,5,4,1,2,2,1,0,0,0,26,237,231,84,50,31,11,0,0,0,156,2219,3601,1885,753,354,62,10,1,0,192,5739,19146,18593,7898,2894,694,74,19,3,133,5183,30508,54615,37761,14958,3950,599,86,8,87,2776,23956,68015,77795,42321,14433,2835,448,94,43,1354,12219,47778,79265,64343,29931,8030,1546,409,12,460,4796,21928,47504,54412,36427,14154,3677,847,6,109,1279,6512,17760,26264,25206,15074,5936,1782,0,18,198,1121,3352,5617,6508,5074,2750,1064
2,14,1,7,1,2,2,1,3,0,0,0,24,249,215,77,67,33,4,0,0,0,153,2167,3589,1827,709,342,59,12,3,0,186,5725,19063,18432,8016,2827,699,83,9,1,150,5123,30979,54552,37267,14802,3865,572,64,5,101,2906,23668,68075,77542,42130,14017,2947,410,63,51,1411,12595,47680,79189,64303,29992,8107,1470,288,15,479,4861,22047,48207,54582,36283,14254,3723,672,2,102,1369,6542,17965,26365,24922,15091,5965,1367,0,19,208,1214,3292,5682,6453,5030,3269,1105
2,15,0,1,3,0,1,0,1,3,0,0,1,15,72,91,27,23,16,9,0,0,4,115,872,1179,830,469,272,102,19,4,4,193,2718,8068,8171,4921,2371,929,260,57,3,148,3219,16386,29883,25079,13358,5506,1767,346,1,78,1965,15185,44681,58051,42629,21304,7573,1925,0,45,1013,8462,34203,67074,69877,46288,21223,6557,0,15,302,3104,16048,41649,60887,58167,36516,15253,0,8,92,852,4726,14906,28221,37166,35819,24057,0,2,12,135,822,2812,6131,9549,11610,15149
2,16,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,11,60,67,28,17,18,2,0,0,3,27,288,725,705,365,171,66,13,6,1,49,849,3544,5266,3654,1733,648,158,25,0,54,888,6282,16065,17712,10349,4399,1228,250,0,28,606,5316,22588,40673,36018,18849,6230,1479,0,10,325,3446,18118,48075,67097,50718,22011,6079,0,5,138,1602,10015,34883,70251,84513,56754,18263,0,5,56,496,3715,15478,40262,72106,97419,70151
2,17,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,0,0,11,51,81,24,11,15,2,0,0,0,24,305,747,675,336,177,74,21,2,1,54,844,3465,5320,3674,1768,669,155,35,2,39,879,6173,16078,17751,10340,4436,1203,227,0,31,575,5340,22398,40332,36212,18857,6178,1473,0,16,295,3220,18082,47771,66826,50846,22059,5917,3,10,134,1542,9975,34693,70247,84994,57613,18338,0,6,45,477,3631,15442,40098,71483,97583,71992
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,1,0,0,0,0,1,38,60,36,14,7,1,1,0,0,9,113,481,576,319,154,51,10,0,0,12,215,1471,2979,2954,1462,526,99,15,0,13,207,2109,7743,12601,9113,3807,1048,199,0,6,178,1885,10386,26760,32771,20472,6392,1212,0,4,128,1473,9499,35104,70413,75022,36559,7044,0,8,82,808,6007,28294,81991,157644,216602,125024
2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,1,8,20,16,12,1,0,0,0,1,10,76,202,222,113,68,36,14,0,0,6,139,767,1446,1409,867,415,185,0,0,9,159,1141,4607,7325,6236,3509,1525,0,0,5,128,1165,6742,17355,24685,19438,10464,0,2,8,90,1009,6443,24760,56501,79359,68220,0,0,3,46,575,4273,19759,64703,146178,419134
2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,0,0,0,0,0,2,6,25,20,14,0,2,0,0,1,7,54,195,215,145,91,45,15,0,0,5,137,696,1438,1425,929,442,168,0,0,9,162,1179,4347,7158,6188,3284,1516,0,0,8,122,1118,6572,17163,24750,19894,10498,0,3,6,62,981,6346,24406,56014,78587,67927,0,0,2,43,520,4308,19740,64373,146436,420757
3,1,1000788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,34097,229971,81454,25955,11678,0,0,0,0,0,7,173300,234320,85273,35157,0,0,0,0,0,7,2532,29897,43583,0,0,0,0,0,0,1,126,2739,10013,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,34240,229112,81298,25792,11750,18,9,1,1,0,14,172901,233807,85362,35670,15,9,1,0,0,4,2590,29942,43886,22,13,2,1,0,0,2,131,2844,9796,5,2,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,34073,228027,81053,25675,11503,22,9,2,0,0,12,171972,233385,85128,35219,88,34,2,0,0,15,2788,31033,44522,721,287,40,9,1,0,6,173,2949,10400,660,260,56,17,0,0,5,34,91,188,276,203,59,2,0,0,0,0,22,38,41,39,10,0,0,0,0,0,2,8,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,33936,226959,80907,25696,11548,55,16,9,0,0,18,172151,233770,85546,35073,104,31,2,0,0,10,2788,31160,44720,727,288,37,10,4,0,3,170,3018,10328,726,274,48,6,0,0,6,35,96,196,256,175,55,8,0,0,0,0,29,42,32,38,7,0,0,0,0,0,1,2,11,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,1214,5891,1757,384,132,0,0,0,0,0,7927,74138,62785,19519,7550,532,9,1,3,0,2860,70123,156814,85814,30566,4134,173,21,0,0,1219,24402,95675,102558,39957,9623,838,49,2,0,838,9675,35561,49541,33109,9433,1441,144,0,0,158,2540,11031,16348,12081,4213,492,24,5,0,3,52,607,2453,2817,706,263,24,3,0,0,4,59,258,419,97,63,19,3,0,0,0,1,8,14,15,17,8,0,0,0,0,1,0,0,2,0,2,0,0
3,7,1111,5898,1695,411,124,3,0,0,0,0,7828,73030,62550,19833,7699,573,14,3,4,0,2844,69250,155820,85922,30439,4234,180,17,0,0,1216,24481,95328,102193,40295,9714,913,59,0,0,842,9344,35935,49564,33858,9635,1521,192,4,3,158,2563,10918,16463,12639,4469,658,84,7,0,2,65,681,2509,3030,962,404,76,13,1,0,3,69,271,424,171,135,62,8,1,0,2,1,7,23,35,27,13,0,0,0,0,1,0,0,3,7,1,0,0
3,8,1161,5971,1827,435,165,19,3,1,0,0,7761,73735,62386,19699,7629,614,27,4,2,0,2806,69086,155272,85968,30355,4229,228,12,0,0,1320,24236,95208,103241,40386,9727,873,72,2,1,826,9314,35626,49785,33947,9635,1579,175,12,2,173,2287,10782,16464,12791,4615,705,90,11,1,2,54,664,2506,2885,949,415,75,13,0,0,6,62,276,420,156,120,61,8,3,0,1,2,10,18,30,28,24,0,1,0,0,0,0,0,0,2,2,0,0
3,9,1129,6005,1687,408,164,31,2,0,0,0,7723,73279,62221,19866,7404,578,26,3,2,0,2877,68893,155186,85298,30411,4171,189,22,1,0,1257,24224,95313,102963,40596,9731,937,66,1,1,820,9346,35556,49769,33880,9530,1561,201,9,0,189,2394,11071,16204,12732,4604,723,86,10,0,7,63,701,2475,2868,927,400,90,11,0,0,12,74,273,441,157,127,78,11,1,0,3,5,9,10,32,28,15,0,1,0,0,0,0,0,1,0,1,0,0
3,10,32,528,1231,860,371,230,75,28,3,0,185,4867,22028,20555,10577,4485,1534,299,47,6,58,3693,39326,77382,59106,29476,10788,2553,443,17,13,1315,20704,78295,102921,68672,30416,8748,1598,181,8,626,7232,34291,69662,69446,38471,13858,2911,380,3,131,1954,10604,25755,35031,27260,11681,3512,531,0,11,149,1354,5192,9986,10156,5847,2097,412,0,0,13,77,533,1462,1979,1650,786,159,0,0,0,7,22,116,217,270,149,101,0,0,0,0,0,5,15,28,19,12
3,11,0,21,179,265,208,159,71,33,9,0,8,208,2180,6015,6126,3468,1706,697,240,44,1,121,3173,19049,32255,25999,14967,6474,1993,464,0,38,1465,16738,53588,71241,53272,26816,10147,2423,0,17,514,6500,33209,73626,82091,55222,24862,7363,0,1,130,1747,11208,35041,59359,57657,34226,12362,0,0,10,193,2001,8993,21582,31410,26391,12676,0,0,0,6,140,1056,3962,8872,11209,8241,0,0,0,0,7,87,340,969,2236,3009,0,0,0,0,0,2,12,62,183,495
3,12,1,27,166,298,226,158,87,31,0,2,9,223,2184,6149,6020,3428,1793,704,223,39,0,120,3148,19267,32194,26247,15165,6356,2079,507,0,45,1507,16996,53295,70733,53360,27017,10090,2486,0,8,501,6548,32988,74055,82489,55782,25091,7249,0,1,127,1814,11277,34918,59893,57466,33572,12174,0,0,15,178,1963,8754,21612,31355,26459,13008,0,0,0,8,138,1054,3745,8766,11245,8025,0,0,0,0,8,60,352,1018,2112,3031,0,0,0,0,0,2,6,45,147,469
3,13,1,20,172,254,242,146,81,41,12,1,8,206,2206,6047,5966,3506,1743,676,219,45,0,122,3257,19196,31764,25805,14804,6509,2002,464,0,38,1481,16729,53248,70898,53003,27154,10074,2485,0,15,458,6420,33119,73665,81998,55803,25115,7323,0,1,107,1711,11089,34822,59413,57468,34217,12404,0,0,13,189,1880,8851,21593,31254,26314,12821,0,0,0,9,132,1053,3970,8629,11147,8301,0,0,0,0,12,58,312,1029,2197,3145,0,0,0,0,0,2,8,24,135,463
3,14,0,2,17,45,57,51,28,24,14,0,0,7,181,780,1659,1504,982,549,282,101,0,5,180,2147,7853,11174,9394,5914,2771,1026,0,1,53,1591,11666,30021,36818,28630,16495,6547,0,1,27,472,6350,30111,61031,68441,49888,23862,0,0,1,128,1829,13169,43393,76414,80366,49830,0,0,0,24,242,2745,14617,41827,69790,62949,0,0,0,0,20,255,2297,10469,31125,48597,0,0,0,0,0,13,121,1122,5691,20973,0,0,0,0,0,0,3,51,339,2970
3,15,0,0,2,2,2,0,0,0,0,0,0,0,11,36,50,41,29,20,5,0,0,0,43,313,916,889,615,352,222,68,0,0,68,882,3706,6375,5991,3926,1881,651,0,2,34,679,5753,16751,23613,19010,11260,4613,0,0,17,413,4023,19150,42412,50090,35910,17300,0,1,15,187,1869,11385,38182,67795,68383,40950,0,0,5,83,695,4913,21534,54627,80192,62625,0,0,0,19,220,1765,8587,27685,61130,66919,0,0,0,6,40,369,2378,10288,31193,57012
