Year,Day,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
3,8,1,32,57,32,9,6,1,0,0,0,0,16,90,152,80,31,12,3,0,0,0,1,25,119,113,59,21,4,2,0,0,0,1,15,28,41,16,5,0,0,0,0,0,1,9,6,2,3,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,0,2,7,5,6,5,6,0,0,0,0,0,7,61,45,42,18,7,0,0,0,0,7,46,118,114,54,30,9,4,0,0,0,5,53,72,82,55,13,4,0,0,0,0,7,26,43,18,12,8,0,0,0,0,0,2,12,5,14,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,0,0,0,0,0,3,1,0,0,0,0,0,6,16,11,17,5,7,2,0,0,0,0,6,35,61,51,41,23,6,0,0,0,0,10,86,86,70,44,17,0,0,0,0,0,19,42,83,73,36,0,0,0,0,0,2,8,14,30,22,0,0,0,0,0,0,0,12,7,7,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3,11,0,0,0,3,3,1,2,0,0,0,0,0,5,13,18,29,2,1,3,0,0,0,0,9,27,46,43,27,23,3,0,0,0,0,6,75,108,74,35,10,0,0,0,0,0,17,62,76,55,32,0,0,0,0,0,3,13,26,31,21,0,0,0,0,0,0,0,18,15,4,0,0,0,0,0,1,2,3,5,5,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0
3,12,0,0,0,1,3,3,0,0,0,0,0,0,2,13,18,19,3,5,2,0,0,0,0,6,41,58,60,36,27,8,0,0,0,0,11,74,91,70,39,7,0,0,0,0,0,20,64,83,77,22,0,0,0,0,2,1,16,28,43,23,0,0,0,0,0,0,0,12,20,7,0,0,0,0,0,1,5,1,6,4,0,0,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0
3,13,0,0,0,0,2,1,1,0,0,0,0,0,0,2,7,9,2,6,0,0,0,0,0,0,7,19,31,21,16,10,0,0,0,0,1,19,52,46,59,38,0,0,0,0,0,5,40,60,116,82,0,0,0,0,0,2,13,43,116,72,0,0,0,0,0,0,0,9,10,51,0,0,0,0,0,0,0,0,16,37,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0,0,0,0,1,3
3,14,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,9,7,8,0,0,0,0,0,2,8,18,31,20,14,5,0,0,0,0,4,17,40,51,55,37,0,0,0,0,0,6,46,73,105,58,0,0,0,0,0,1,8,31,96,64,0,0,0,0,0,0,0,15,27,60,0,0,0,0,0,0,0,0,13,38,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,2,0
3,15,0,0,0,0,0,5,1,0,0,0,0,0,0,1,3,7,1,4,0,0,0,0,0,1,12,15,36,16,10,16,0,0,0,0,3,17,52,56,53,28,0,0,0,0,0,3,32,61,109,56,0,0,0,0,0,0,8,44,107,82,0,0,0,0,0,0,2,13,31,58,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,0,2,0
3,16,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,14,3,2,0,0,0,0,0,0,11,20,24,18,12,8,0,0,0,0,2,18,40,36,60,28,0,0,0,0,0,8,30,61,103,60,0,0,0,0,0,0,14,28,104,89,0,0,0,0,0,0,0,8,26,43,0,0,0,0,0,0,0,0,12,45,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,1,1
3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,1,7,14,7,14,7,0,0,0,0,0,2,21,41,47,46,0,0,0,0,0,0,13,57,88,109,0,0,0,0,0,0,0,24,73,125,0,0,0,0,0,0,2,3,34,149,0,0,0,0,0,0,0,0,10,63,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,14
3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,4,11,9,11,15,0,0,0,0,0,4,17,24,47,53,0,0,0,0,0,1,10,48,100,112,0,0,0,0,0,0,1,24,89,136,0,0,0,0,0,0,1,7,40,135,0,0,0,0,0,0,0,0,4,62,0,0,0,0,0,0,0,0,7,39,0,0,0,0,0,0,0,0,0,16
3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,8,10,0,0,0,0,0,0,4,20,36,56,0,0,0,0,0,0,3,18,78,138,0,0,0,0,0,0,0,19,49,192,0,0,0,0,0,0,0,1,23,167,0,0,0,0,0,0,0,0,11,102,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,12
3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,0,0,0,0,0,1,0,5,22,48,0,0,0,0,0,0,2,5,39,96,0,0,0,0,0,0,0,7,55,148,0,0,0,0,0,0,0,5,59,201,0,0,0,0,0,0,0,6,19,125,0,0,0,0,0,0,0,1,10,100
